Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
820;04.05.2021 19:32:18 853;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
821;04.05.2021 19:32:18 866;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
822;04.05.2021 19:32:18 874;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
823;04.05.2021 19:32:18 886;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
824;04.05.2021 19:32:18 897;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
825;04.05.2021 19:32:18 908;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
826;04.05.2021 19:32:18 919;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
827;04.05.2021 19:32:18 931;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
828;04.05.2021 19:32:18 942;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
829;04.05.2021 19:32:18 953;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
830;04.05.2021 19:32:18 964;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
831;04.05.2021 19:32:18 976;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
832;04.05.2021 19:32:18 987;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
833;04.05.2021 19:32:18 997;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
834;04.05.2021 19:32:19 8;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
835;04.05.2021 19:32:19 20;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
836;04.05.2021 19:32:19 31;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
837;04.05.2021 19:32:19 45;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
838;04.05.2021 19:32:19 55;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
839;04.05.2021 19:32:19 64;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
840;04.05.2021 19:32:19 76;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
841;04.05.2021 19:32:19 87;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
842;04.05.2021 19:32:19 98;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
843;04.05.2021 19:32:19 109;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
844;04.05.2021 19:32:19 119;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
845;04.05.2021 19:32:19 132;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
846;04.05.2021 19:32:19 141;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
847;04.05.2021 19:32:19 154;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
848;04.05.2021 19:32:19 165;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
849;04.05.2021 19:32:19 176;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
850;04.05.2021 19:32:19 187;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
851;04.05.2021 19:32:19 198;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
852;04.05.2021 19:32:19 208;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
853;04.05.2021 19:32:19 219;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
854;04.05.2021 19:32:19 232;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
855;04.05.2021 19:32:19 242;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
856;04.05.2021 19:32:19 254;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
857;04.05.2021 19:32:19 265;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
858;04.05.2021 19:32:19 275;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
859;04.05.2021 19:32:19 288;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
860;04.05.2021 19:32:19 300;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
861;04.05.2021 19:32:19 309;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
862;04.05.2021 19:32:19 321;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
863;04.05.2021 19:32:19 333;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
864;04.05.2021 19:32:19 343;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
865;04.05.2021 19:32:19 355;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
866;04.05.2021 19:32:19 366;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
867;04.05.2021 19:32:19 375;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
868;04.05.2021 19:32:19 387;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
869;04.05.2021 19:32:19 398;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
870;04.05.2021 19:32:19 410;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
871;04.05.2021 19:32:19 421;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
872;04.05.2021 19:32:19 432;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
873;04.05.2021 19:32:19 443;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
874;04.05.2021 19:32:19 455;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
875;04.05.2021 19:32:19 466;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
876;04.05.2021 19:32:19 475;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
877;04.05.2021 19:32:19 487;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
878;04.05.2021 19:32:19 498;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
